,Building Information,,,,,,,,Events Information,,,,,Ordinate  Intensity Measures,,,,,,Spectral Intensity Measures ,,,,,,Building Response,,,,Building Frequency ,,Average spectral values,,,Duration of Strong Motion,,,,,,,,,,,,,,,
Network,Building ID,B_Lat.,B_Long.,Soil info.,Vs30,Height,No. of story,Typology,Event Date,E_Lat.,E_Long.,Magnitude,Epicentral distance (R),PGA,PGV,PGD,AI,DP,CAV,SA1,SV1,SD1,SA2,SV2,SD2,Drift,PTA,PTV,PTD,F1,F2,Avg_Sa,Avg_Sv,Avg_Sd,Effective,Bracketed 1 [0.05g],Uniform [0.05g],Bracketed [0.1g],Uniform [0.1g],Bracketed [0.15g],Uniform [0.15g],Bracketed [0.2g],Uniform [0.2g],Significant_a1 [(5-75)%],Significant_a2 [(5-95)%],Significant_v1 [(5-75)%],Significant_v2 [(5-95)%],Significant_d1 [(5-75)%],Significant_d2 [(5-95)%],ZX
,,[degree],[degree],Unnamed: 4_level_2,[m/s2],[cm],Unnamed: 7_level_2,Unnamed: 8_level_2,Unnamed: 9_level_2,[degree],[degree],[Mw],[km],[cm/s2],[cm/s],[cm],[cm/s],[cm*s],[cm/s],[cm/s2],[cm/s],[cm],[cm/s2],[cm/s],[cm],[cm/cm],[cm/s2],[cm/s],[cm],Hz,Hz,[cm/s2],[cm/s],[cm],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec]
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200603131315_ANX_BFE_180_1',36.0667,141.67,5.1,143.6,1.42066761726107,0.135228704829541,0.0208560782749322,0.010356945231491,0.00005048528657198,18.6225493540446,3.46976613432239,0.396610362814968,0.0411773977312908,3.3972601382274,0.448822540425754,0.0475918373682653,-0.153356496240014,5.93146393188079,0.618183379411449,0.0732766296960507,1.44515517649846,1.33956472421151,3.68933762724768,0.451143639513099,0.0476826146871093,0,0,0,0,0,0,0,0,0,28.63,54.69,29.13,58.24,30.24,63.81,22.4295643171148
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200603232303_ANX_BFE_180_1',36.1317,139.9933,3.6,7.3,0.793238291596928,0.0228347877605213,0.00186542750663513,0.0011786663663052,0.00000122223377763827,6.88652202074834,0.850336799586952,0.0725070411289497,0.00548570781125198,0.275580964103546,0.0421705030080998,0.00364316928047481,-0.244174490129652,3.32609259888006,0.0723460148182385,0.00819692725518519,1.97047919684657,1.36115013657277,0.45940040453595,0.0512572115118123,0.00415962093250695,0,0,0,0,0,0,0,0,0,24.34,104.51,16.34,45.07,93.39,119.06,25.0406052555305
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200603260151_ANX_BFE_180_1',36.4517,140.6033,3.9,59.3,0.822790755519671,0.0426253020892513,0.00360750981379533,0.000992020694554987,0.000000563761151834146,6.10065913569115,0.685986136518888,0.0791772041538275,0.00835676093271011,0.566138272984169,0.0833665416008285,0.00774860015535068,-0.241277354899704,1.31289482489727,0.101914165925741,0.0100608649588182,1.43075836081017,1.34463592842252,0.630757087144054,0.0823729333780164,0.00812561271556413,0,0,0,0,0,0,0,0,0,20.3,93.75,17.49,43.82,27.08,94.91,19.873994975669
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200603282232_ANX_BFE_180_1',31.835,138.15,6,509.6,1.98415395180921,0.132638016819788,0.01969475336308,0.0165966502455336,0.0000379288959032783,22.2780800975899,3.09427545332815,0.397451268544416,0.0364742082893699,2.63784745519833,0.370474924655173,0.0498385349963005,-0.188099839045899,5.53268088323831,0.524571714719517,0.0646446538017778,1.45799583429762,1.15601149006805,2.86123937494042,0.37881169813433,0.0432014715815206,0,0,0,0,0,0,0,0,0,21.05,54.34,33.68,69.76,45.91,95.78,13.5184620048253
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200603291928_ANX_BFE_180_1',37.2017,141.5467,4.8,177.2,0.821391209278663,0.0555566697120367,0.00588566631545043,0.00317967844760179,0.0000028967646376089,10.741120692932,2.16158524247531,0.177003164252851,0.0145759551001476,1.2068228031663,0.154475214991736,0.016496422957732,-0.224395956881522,2.249387979689,0.179431076859866,0.0210402375753982,1.91555453290382,1.34502992112349,1.67979421763503,0.166413878182397,0.0163252658303469,0,0,0,0,0,0,0,0,0,25.42,63.71,30.28,63.81,45.18,108.89,16.9456105818945
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200604022046_ANX_BFE_180_1',36.23,139.7783,4.3,28.7,4.42506055217423,0.240366238689679,0.0146731026555917,0.0171314752230149,0.000014629569932776,15.7786481487991,2.13116061759852,0.355411453411391,0.0261859526274944,1.86553989053207,0.332814992584765,0.0254993863574335,-0.211825243012549,6.62230582410003,0.426628567864349,0.0344807094515931,1.4120566842052,1.33843712926961,1.99410134204972,0.343538104578229,0.0258245778839104,0,0,0,0,0,0,0,0,0,7.55,21.24,9.45,30.24,21.72,101,9.918996280776
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200604062230_ANX_BFE_180_1',35.8217,140.2267,4.2,37.1,0.645359571625671,0.0388823216762158,0.00596061995805379,0.00146462541865921,0.00000153131962058599,7.17713659664912,0.761615986279007,0.0766326765072413,0.00640211065332257,0.683484315556833,0.0815751795343673,0.00883149681268431,-0.233000301167403,1.30930092632321,0.11052405518781,0.0128251534273362,1.71926519076778,1.39476075739388,0.827060674647577,0.0883592396977773,0.00871465637543307,0,0,0,0,0,0,0,0,0,20.31,86.46,28.19,71.83,48.52,109.63,17.5871976931979
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200607300219_ANX_BFE_180_1',36.1783,140.11,3.9,6.2,2.10635723192008,0.0845706690857697,0.00690203973114599,0.00461280049166067,0.000022958810341375,8.05169379788168,1.84377894516434,0.150032012180168,0.00870671379958189,0.631792959974727,0.119847930064169,0.00879362968101329,-0.239161218446781,4.40608475086819,0.129355964893791,0.0123957583444464,2.28628782619236,1.32870409766687,1.05930470715835,0.132332901625725,0.0084581567782895,0,0,0,0,0,0,0,0,0,5.88,17.19,9.84,25.75,60.29,119.05,7.39342648273271
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200607312320_ANX_BFE_180_1',36.0617,139.9167,3.4,16.2,1.02079980255834,0.0452169702045848,0.00776286956512006,0.00107244501994917,0.000000414348902056439,5.1959304221576,0.521734880656724,0.0725320169415259,0.00471299619727609,0.29785558571238,0.064967777896401,0.00432492377347543,-0.245707386118274,1.49191237166641,0.0674812397223145,0.00972862709369317,1.6527394219008,1.30169934340524,0.396522543341163,0.0688832142594527,0.0045448158933883,0,0,0,0,0,0,0,0,0,8.12,81.99,28.07,83.25,36.9,103.96,13.0820975004425
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200608012211_ANX_BFE_180_1',36.3733,140.89,4.3,78,2.06533299391716,0.0794430515224946,0.00848020420729878,0.00570650511594241,0.00000381452395905473,10.8621594997892,2.18983845161105,0.184445267049926,0.0145363222779393,1.14905400397972,0.186356709516341,0.0156677148111865,-0.227570406177643,4.07201843656167,0.211819678902122,0.0228744796810717,1.92911984214514,1.3433705954953,1.69185946640093,0.187141507443765,0.0162250922122377,0,0,0,0,0,0,0,0,0,7.85,33.42,12.58,35.92,56.24,111.85,8.26654452763735
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200608220720_ANX_BFE_180_1',33.6917,135.955,5.5,463.3,0.682533922380713,0.0650585133449201,0.00828357871767873,0.00212456901020876,0.0000462709847213565,7.74132160539638,2.06315295321549,0.162299604990808,0.0133616304436202,1.580272373868,0.181470820426679,0.0215830638746667,-0.215233716683761,2.29556918892743,0.228734336090427,0.0273102524961741,1.97194917286023,1.35615687376398,1.59804682756881,0.161494293865545,0.0157044792754336,0,0,0,0,0,0,0,0,0,20.16,47.39,25.31,63.55,39.15,94.53,10.3024896056016
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200608311718_ANX_BFE_180_1',35.6317,140.0233,4.8,55.8,3.68568041974402,0.20447862233636,0.0195982326134424,0.0418082271119649,0.0000431268225888253,29.9408435860464,5.64681117637983,0.504858233490341,0.0422805984424863,4.88563066407284,0.700791856284572,0.0684542850571213,-0.176032298095024,7.5583982536678,0.684036214954853,0.0709948877278212,1.80499325236167,1.32691605438959,4.55319837118319,0.525536118696354,0.0483639609630668,0,0,0,0,0,0,0,0,0,12.98,34.37,18.31,53.44,73.09,130.86,13.2371883177896
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200609070306_ANX_BFE_180_1',35.59,141.0567,5.1,107.2,0.981571770719395,0.107048332572712,0.0175073625198122,0.0051033254264469,0.00000791462102332913,13.6869631656247,2.07572874478892,0.157840379171478,0.0129316598878227,2.41738749630401,0.278440712434872,0.0349056148277307,-0.219080620177932,2.91017070255108,0.348533996625763,0.0451524510654306,2.00187309763521,1.31322486504224,2.12014948639671,0.19818030085621,0.0213414586145684,0,0,0,0,0,0,0,0,0,33.33,62.82,31.63,62.46,32.08,84.07,15.1834186492359
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200609071057_ANX_BFE_180_1',35.6567,140.1767,4.6,53.7,1.34627617450508,0.094016095235301,0.0138797643742165,0.00773112734969341,0.0000419750958598313,16.0257273345921,2.66264211229558,0.208964630633216,0.0172436038053751,2.20704969573112,0.275784917199537,0.0326535922366086,-0.191112287396817,3.78834070705976,0.32942144539655,0.0445341186471991,1.96635868277659,1.3065798070835,2.56872146282185,0.262800297457085,0.0266839086224027,0,0,0,0,0,0,0,0,0,22.2,57.15,30.43,72.03,62.37,95.08,15.0006746228158
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200609091936_ANX_BFE_180_1',38.2817,142.035,4.9,295.5,0.619510584449448,0.0260252029339142,0.00470732753012888,0.00116089700258189,0.0000108409767899486,5.58875045584157,0.821811816120434,0.0791187582538304,0.00683522863781286,0.743795598915462,0.0878973433538831,0.00987662632926564,-0.238474064414306,1.38805876078599,0.130841361400404,0.0140028131854774,1.73301304049417,1.36445192942136,0.807148673647223,0.08224934248412,0.00866450832148049,0,0,0,0,0,0,0,0,0,20,45.34,34.1,73.84,72.78,101.66,9.78509100056843
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200610110858_ANX_BFE_180_1',37.1933,143.03,6,288.9,0.824852958780179,0.162881465887376,0.0454602516085859,0.00695874505443436,0.000813258636459016,17.9507432564289,2.86460002933118,0.28499530607467,0.0372076002867482,2.93183181131711,0.377477549027013,0.0505435982978078,-0.221986403040318,2.66186980451562,0.341753664349526,0.0660292528128324,1.38084901109503,1.20601120190594,3.2720985427489,0.381333744931013,0.0492979111349968,0,0,0,0,0,0,0,0,0,41.95,89.08,49.88,91.32,55.14,91.1,25.5466536054158
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200610140638_ANX_BFE_180_1',34.8933,140.3033,5.1,139.3,1.7961961669716,0.153748553298765,0.0233803807870559,0.0226943472629278,0.000275758266441054,26.4835271013635,6.32159242620745,0.599796023784152,0.0529716023343401,4.02956614344213,0.507376247369326,0.0550304931046631,-0.183921839394065,6.23853724019918,0.584013152067336,0.0662320508310496,1.73448595453137,1.34908405807846,4.78617460853781,0.50167649677913,0.0515833171858697,0,0,0,0,0,0,0,0,0,23.82,44.9,26.74,58.14,35.74,95.53,17.8867734472603
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200610180753_ANX_BFE_180_1',35.7017,139.92,4.2,49.8,0.834138139597735,0.0505907263835094,0.00480217662927093,0.00153236191144313,0.00000290196919796333,5.98101220165709,0.892164091873927,0.0980693811250489,0.0102907173858684,0.910783266400634,0.113618428628975,0.0127585422113596,-0.235418297958069,1.77784562249225,0.168574291762344,0.0176194254089293,1.46608572774376,1.33874738470771,0.947084035122052,0.11203985470285,0.0120874231352559,0,0,0,0,0,0,0,0,0,15.77,36.24,20.95,50.71,35.24,97.92,8.97802737674247
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200610232124_ANX_BFE_180_1',36.19,140.0183,3.7,8.2,1.1126067368208,0.0202160022347272,0.00184339837039257,0.000619222626839849,0.000000507557407591179,2.81821377273594,0.215734288605505,0.0315438589758937,0.00183758189984616,0.118397116470996,0.0266176375194061,0.0014713935631,-0.249436730402843,3.59437705403617,0.0321740803896612,0.00349445806661107,1.70377867746289,1.38767477273365,0.160390339129961,0.0296011307392552,0.00162830311346047,0,0,0,0,0,0,0,0,0,9.61,19.14,23.55,94.17,82.77,109.93,6.37857407266876
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200611090606_ANX_BFE_180_1',36.1533,140.0883,3.7,3.1,1.92807568610494,0.0668168847144504,0.00508506089671717,0.00265408309869413,0.00000296578449857011,7.87484568452504,0.775852648268683,0.0936027287044078,0.00699222790542393,0.469505749553692,0.0755742825121844,0.00680951432526185,-0.243459675829519,3.5056642929667,0.121370308527418,0.00914213414198786,1.67597765363129,1.29304156022496,0.624150384551957,0.0880105810500073,0.00715254092023072,0,0,0,0,0,0,0,0,0,6.35,67.52,13.7,33.78,48.37,114.2,10.7262921966411
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200611240108_ANX_BFE_180_1',35.9983,140.1667,3.9,17,0.899834454800317,0.0392520563936962,0.00341730065288588,0.00142797906840686,0.00000114180531481899,4.82662856638617,0.503625625663178,0.0880905679019392,0.00578339766601812,0.541867680994518,0.0937703047313521,0.00716429153060929,-0.240181658690297,1.26928110775306,0.0971297169507734,0.00857455729857267,1.48091781784126,1.36418776631757,0.554975735904664,0.0884651688985609,0.00686228009002584,0,0,0,0,0,0,0,0,0,9.17,22.02,14.46,46.33,70.92,110.04,6.02036671124366
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200612040608_ANX_BFE_180_1',35.7433,140.6533,4.5,67.8,1.52905137241245,0.080734883147503,0.00916520848284224,0.00792301907108993,0.000100995820625236,13.164647177597,5.53600101996535,0.447501227755919,0.0345054386661723,2.41593868616312,0.298211342261137,0.0348415075887253,-0.197160609756237,3.50433786856371,0.373051501476677,0.0435266657824207,2.00188412623646,1.32309852603701,2.77431612943141,0.276847741337693,0.0264132590389007,0,0,0,0,0,0,0,0,0,14.09,33.02,21.49,42.88,29.23,107.09,8.38270311648626
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200612091229_ANX_BFE_180_1',35.8017,140.14,4.2,37.2,1.00223389246721,0.0524103920371659,0.00728416647853782,0.00356805448179299,0.0000215389179814264,8.72859375626163,0.958487213108009,0.117254337215546,0.0113254992144748,0.895397104364397,0.127118266466304,0.012491112015769,-0.237346150512398,1.99455297397275,0.136733688170211,0.013764060941255,1.44253414978804,1.33700920284659,0.979025894842096,0.126115844685365,0.0126024495741666,0,0,0,0,0,0,0,0,0,15.31,31.69,21.51,49.66,35.29,110.49,7.97174837182037
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200612141913_ANX_BFE_180_1',36.025,140.09,3.8,12,1.0665696453087,0.036179525493851,0.00338020404280796,0.00144228666032329,0.000000467755158317936,6.08285508570808,1.22546091524334,0.100671464432899,0.00760056515967952,0.43640038686375,0.0700206359982449,0.00564201473934248,-0.240169519390099,1.84451327721419,0.13279181957894,0.0121769683510569,1.99016623741513,1.3872844073358,0.696372462023571,0.0759097294340806,0.00604805110151371,0,0,0,0,0,0,0,0,0,9.02,62.75,15.74,44.54,53.07,119.81,11.1868421518471
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200701050640_ANX_BFE_180_1',36.3883,139.9567,4,30.4,1.84730286168141,0.0757567666415216,0.00688954164461914,0.0037502333542627,0.0000201472524469487,7.6040736306882,0.95994781727812,0.148813602204161,0.0121042859905469,0.911542597530718,0.148686172648064,0.0117966494575787,-0.233676887424621,2.77087060373644,0.163947565210965,0.0162627712771991,1.38822688274547,1.37258934816814,0.935745207404419,0.148749887426112,0.0119504677240628,0,0,0,0,0,0,0,0,0,9.41,22.21,12.87,38.97,63.94,82.92,5.54884260447525
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200701081859_ANX_BFE_180_1',37.2667,138.9183,4.8,162.9,1.11075927429085,0.163284358353758,0.0306653952802529,0.00367984689216075,0.0000937749052322181,9.72487604412111,3.17332580209716,0.334006242224679,0.0399654118002452,3.03923736053364,0.367611498022085,0.0452530879013026,-0.20739874043543,3.96996468215259,0.45652444919395,0.0701742514845596,1.41138101664417,1.29371050761477,3.10459330730186,0.349334280154591,0.0425615723658373,0,0,0,0,0,0,0,0,0,14.89,42.15,16.81,54.55,19.59,69.9,8.73150974850869
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200701091318_ANX_BFE_180_1',36.0483,139.7983,4.3,26.4,1.9400758991492,0.0752779924278031,0.00525174190824146,0.00751432449270178,0.00000472932115423556,13.7898938550621,1.51319045930623,0.154735726327607,0.0130641712628195,1.03086631813618,0.130701509910409,0.0144256754333702,-0.226733838659265,5.49800805681151,0.213706995393534,0.0194624114825261,1.69984343547305,1.33619456086455,1.11213089215573,0.136729511177589,0.0123087040743445,0,0,0,0,0,0,0,0,0,14.84,38.24,17.79,43.87,49.75,124.94,13.1488850962718
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200701131323_ANX_BFE_180_1',46.9367,155.0517,8.2,1725.8,1.31616051831399,0.219801495660709,0.0772133088972247,0.0180238489914322,0.000171297175779144,28.8443489303322,3.24113600188961,0.350996251877188,0.044558192901473,4.65533908170055,0.622112059603683,0.0841305094184609,-0.194703263307998,5.21767668908112,0.496913090812142,0.109774732233728,1.3465204957102,1.18205417760457,4.40942202164412,0.533062673327814,0.0705794277894346,0,0,0,0,0,0,0,0,0,43.81,88,50.5,110.21,65.39,131.94,22.2700268486415
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200701160318_ANX_BFE_180_1',34.9367,138.8917,5.8,170.6,2.97842176137238,0.218355096740569,0.0386037921628648,0.038211998279129,0.00122704301138676,33.212385709655,1.86474130314146,0.186120928230647,0.0151201964388135,1.46261158116721,0.189056561922446,0.0228121140296652,-0.225589744730117,3.55640273320031,0.21386156999191,0.0283671233664961,1.7600089968511,1.27285645042861,1.57790583258357,0.174811000200376,0.0178327597177552,0,0,0,0,0,0,0,0,0,18.8,43.15,29.79,87.82,36.66,106.11,11.0259013858359
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200701241030_ANX_BFE_180_1',36.05,139.8867,4,19.1,4.89530034717591,0.195433339817403,0.014446953818327,0.0112628900052133,0.0000270061786615557,10.4173912135849,1.77136697855781,0.269280391821503,0.0215234253190584,1.68393551339316,0.253797050783436,0.0228122372213355,-0.224058388965728,5.95667958744087,0.264349249808317,0.0267973950472018,1.42906734552187,1.34461434317406,1.75849453564722,0.2600993160858,0.0225777278615663,0,0,0,0,0,0,0,0,0,4.73,13.26,8.53,21.58,23.09,79.43,3.96778344446755
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200703221028_ANX_BFE_180_1',35.9583,139.8067,4.2,30.8,1.76688526519121,0.0729903294929765,0.00588044034589761,0.00510958538633865,0.0000112481968103131,8.5445855693617,1.64583788380096,0.155177478945098,0.010580035143113,0.86325755632361,0.142699857540654,0.0114565004521971,-0.237328815244375,3.22932904359453,0.159151392702996,0.0144116558645501,1.94266761430941,1.36949056850192,1.09926622868071,0.130286043480152,0.010200177033294,0,0,0,0,0,0,0,0,0,7.8,20.01,13.3,32.26,30.63,82.58,4.98266970428483
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200704140542_ANX_BFE_180_1',36.6533,141.1933,4.6,115.8,1.99665194663065,0.155678865303809,0.0118950869454771,0.0105519206227295,0.0000913643904267587,14.826441481035,3.02051126046452,0.345725231906886,0.0370120447505329,2.82514374902891,0.379808945132838,0.039701352965058,-0.208091074138955,4.37147950788571,0.420659173850181,0.0473544783820092,1.43511818620357,1.33542851049313,3.04382620126184,0.369882027622667,0.039937187580734,0,0,0,0,0,0,0,0,0,15.67,33.12,23.15,42.73,25.23,61.42,7.98364993983611
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200704271402_ANX_BFE_180_1',36.0233,139.95,3.1,16.5,0.758599106299441,0.0320343532063351,0.00305085919833889,0.000377477194063643,0.000000401837912573903,2.23637530666845,0.305544910478748,0.0510488498513368,0.00337675921881131,0.277458197752676,0.0476854618364677,0.00374002303899837,-0.247350551881757,1.36436400465803,0.0568257609167393,0.00531597378539779,1.48692432307336,1.35880504308904,0.286886015527421,0.0491093900201461,0.00352044615376176,0,0,0,0,0,0,0,0,0,6.1,16.94,7.87,31.98,66.02,110.93,4.73536949535468
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200705061009_ANX_BFE_180_1',36.8833,141.4667,4.5,149.9,0.668205299599482,0.0283182450443342,0.00319173881953136,0.00101330795440132,0.000000476909393203063,5.34511922667543,0.638949711121739,0.0630543568109104,0.00464187937983331,1.03417419062109,0.121229932949999,0.0133775402349058,-0.236211126251216,1.32788667656119,0.151287559593858,0.0168787044092163,1.84522478192798,1.39212961221525,0.860642570404866,0.0865850343757867,0.00887987303986005,0,0,0,0,0,0,0,0,0,19.26,45.45,25.49,51.95,40.22,90.21,11.3783050836884
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200705082101_ANX_BFE_180_1',36.06,139.89,4.5,18.3,8.66758862568731,0.407280112927936,0.0438093305051264,0.0623775757688349,0.00105838409048919,28.5464588908975,8.76164642931813,0.845957149544194,0.0680399254162643,4.7599472435721,0.674503709554092,0.0660905099967138,-0.170267202655812,11.7318649877915,0.734485036806968,0.0787112963524555,1.78371728919705,1.32462864809546,6.18168946595016,0.752599133050934,0.0644716625711388,0,0.169999999999998,0,0,0,0.05,0,0,0,7.89,16.73,11.5,22.28,14.67,46.09,7.57376995086728
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'200706010728_ANX_BFE_180_1',36.0933,139.68,4.5,35.6,3.66869425990209,0.209633134595494,0.0168096312714653,0.0130177458492577,0.000126153669852144,16.6087317940696,2.69650606173616,0.341028619936188,0.0313881171282571,2.62709578344307,0.348699141815507,0.0367119282613626,-0.18422044696667,7.002148629583,0.415596871314499,0.0481242698547861,1.46761133603239,1.32637708371853,2.69498539130343,0.338820009409436,0.034425098354608,0,0,0,0,0,0,0,0,0,9.62,30.1,16.19,41.74,18.62,93.67,11.0301446843394
